iter	Logloss
134	0.2709247
135	0.2699011516
136	0.2689055776
137	0.2679229674
138	0.2666481452
139	0.265465465
140	0.2646475071
141	0.2635778101
142	0.2621200996
143	0.2612452313
144	0.2603166782
145	0.2596590306
146	0.2587390062
147	0.2577147445
148	0.2566980967
149	0.2561728625
150	0.2556328037
151	0.2547081428
152	0.2539133987
153	0.252665667
154	0.2519843249
155	0.2512344267
156	0.2504422723
157	0.2498441712
158	0.2492289349
159	0.2485791958
160	0.2475210205
161	0.2467761156
162	0.2458920207
163	0.2448832194
164	0.2444776364
165	0.2438419311
166	0.2426974444
167	0.2422104192
168	0.2414625835
169	0.2405234856
170	0.239864582
171	0.2390332106
172	0.2382108332
173	0.2373673664
174	0.2360979716
175	0.2354841155
176	0.2351533223
177	0.2345573301
178	0.2337432644
179	0.2331402941
180	0.2323082404
181	0.2317887593
182	0.2312183535
183	0.2307792291
184	0.2298144984
185	0.229286535
186	0.228543739
187	0.2281581444
188	0.227627824
189	0.2272483081
190	0.2266703195
191	0.2260727146
192	0.2254527953
193	0.2246832964
194	0.2242324488
195	0.2234321377
196	0.2228830539
197	0.2221990136
198	0.221557214
199	0.2209508632
200	0.2205574687
201	0.2200211005
202	0.2194798322
203	0.2188115159
204	0.2183157448
205	0.2176245092
206	0.2169579762
207	0.2164817903
208	0.2159476241
209	0.2154327951
210	0.2148675531
211	0.2143524294
212	0.2136234966
213	0.2129705786
214	0.2125238093
215	0.2118772181
216	0.2114402957
217	0.211047599
218	0.2105405544
219	0.2101258224
220	0.2096454962
221	0.2091058716
222	0.2085875534
223	0.2080939998
224	0.2075143209
225	0.2073192441
226	0.2068253804
227	0.2063799912
228	0.2057705546
229	0.2054235567
230	0.2048813735
231	0.2045990859
232	0.2037895947
233	0.2033523622
234	0.2030564285
235	0.2025632471
236	0.2020060842
237	0.2016399663
238	0.2011948562
239	0.2009424349
240	0.2003745102
241	0.200067117
242	0.1997510398
243	0.1995534199
244	0.1990529812
245	0.1985185204
246	0.1982585008
247	0.1977577054
248	0.1973725606
249	0.1969436242
250	0.1963119817
251	0.1957931519
252	0.1952625058
253	0.1949283321
254	0.1946476727
255	0.1941627099
256	0.1936917034
257	0.1931662831
258	0.1927397348
259	0.1925126052
260	0.1920816685
261	0.1916888167
262	0.191484839
263	0.1910762632
264	0.1907446326
265	0.1902548937
266	0.1897974092
267	0.1892183816
268	0.1889098253
269	0.1886903406
270	0.188281036
271	0.1881234704
272	0.1878943405
273	0.1875681063
274	0.1872596431
275	0.1866063529
276	0.1863858603
277	0.1861554898
278	0.1856258206
279	0.1854464213
280	0.1852216178
281	0.1847338172
282	0.1842594457
283	0.1839700714
284	0.1835394448
285	0.183121658
286	0.1824989319
287	0.1823174701
288	0.1820610791
289	0.1817514063
290	0.1814444007
291	0.1810059121
292	0.1805849618
293	0.1802265353
294	0.1799759438
295	0.1795460771
296	0.179380727
297	0.1792400329
298	0.17892118
299	0.1784579424
300	0.1780392096
301	0.1778138013
302	0.1775875557
303	0.1772444655
304	0.1770478225
305	0.1768052326
306	0.1764227704
307	0.1758333532
308	0.1753602222
309	0.175158617
310	0.1748635672
311	0.1745521266
312	0.1741575846
313	0.1736260236
314	0.1732711017
315	0.1729335475
316	0.1728505701
317	0.1724099105
318	0.1719486888
319	0.1716687737
320	0.1713149373
321	0.1710375654
322	0.1709121611
323	0.1706992049
324	0.1705457796
325	0.1702462483
326	0.1700637786
327	0.1699021192
328	0.1695670616
329	0.1690233742
330	0.1687025985
331	0.168444083
332	0.1680137975
333	0.167737294
334	0.1674365067
335	0.1673282375
336	0.1671086133
337	0.1666993242
338	0.1665509232
339	0.1663488683
340	0.166004336
341	0.1657399744
342	0.1655721277
343	0.1654276344
344	0.1651667463
345	0.1649020746
346	0.1645519133
347	0.1644103042
348	0.1639820967
349	0.1637182313
350	0.1635101753
351	0.1632133422
352	0.1630379592
353	0.1629435066
354	0.1627040026
355	0.1624796487
356	0.1621693557
357	0.162032864
358	0.1617752323
359	0.1616467422
360	0.1614827877
361	0.1612256058
362	0.1612032448
363	0.1608668071
364	0.1605514588
365	0.1601566222
366	0.1600545402
367	0.1597942724
368	0.1594026767
369	0.1592511433
370	0.1588911661
371	0.1586604855
372	0.1583811442
373	0.1581602329
374	0.1579631867
375	0.1575530913
376	0.1574429458
377	0.1572504121
378	0.1571217048
379	0.1568361298
380	0.1566056197
381	0.156356734
382	0.1560507674
383	0.1558038045
384	0.1554509605
385	0.1552220786
386	0.1549881416
387	0.1546785773
388	0.1546227835
389	0.1544722425
390	0.1541210733
391	0.1540404374
392	0.1538516409
393	0.1535105511
394	0.153215858
395	0.1530001881
396	0.1527934501
397	0.1526485226
398	0.1525078905
399	0.1522588962
400	0.1519651956
401	0.151905401
402	0.1516790312
403	0.1513630472
404	0.1510073654
405	0.1508061169
406	0.1506152269
407	0.1505358936
408	0.1503037864
409	0.1500789208
410	0.1498737955
411	0.1497285889
412	0.1496200717
413	0.1494058438
414	0.1491732093
415	0.149053279
416	0.1488893711
417	0.148706157
418	0.1482876413
419	0.148107017
420	0.1480456717
421	0.1478030507
422	0.1476281794
423	0.1474996272
424	0.1473874658
425	0.1471813481
426	0.147096882
427	0.1468813051
428	0.1467476666
429	0.1463550164
430	0.1460698136
431	0.1457332983
432	0.1455957986
433	0.1454798225
434	0.1451033926
435	0.1448857687
436	0.1448716419
437	0.1448017213
438	0.1444048533
439	0.1443101836
440	0.1440967777
441	0.1439965411
442	0.1438504971
443	0.1435854067
444	0.1433961295
445	0.1431921827
446	0.1430430218
447	0.1429779549
448	0.1427197805
449	0.1425294954
450	0.1423462038
451	0.1420643814
452	0.1418154647
453	0.1416589225
454	0.1415402017
455	0.1411712305
456	0.1409906372
457	0.1407572894
458	0.1405658567
459	0.1403069535
460	0.1402524002
461	0.1401416034
462	0.139981138
463	0.1397510467
464	0.13967421
465	0.1394869176
466	0.1392256419
467	0.1390957716
468	0.1389243583
469	0.1387096498
470	0.1384658503
471	0.1383282731
472	0.1381911921
473	0.1379932
474	0.1379309553
475	0.1378126377
476	0.1376566693
477	0.1374519007
478	0.1371780954
479	0.1370726174
480	0.1368265074
481	0.1366787112
482	0.1363745278
483	0.1363003118
484	0.136084952
485	0.135947902
486	0.1357475529
487	0.135554554
488	0.1353592291
489	0.1350790815
490	0.1348857725
491	0.1347074896
492	0.1346505328
493	0.1342530444
494	0.1341039921
495	0.1340292489
496	0.1337157769
497	0.1335465811
498	0.1334382964
499	0.1332013045
500	0.1330066154
501	0.1327413854
502	0.13257878
503	0.1323531546
504	0.1322836837
505	0.1322183221
506	0.131860578
507	0.1317698471
508	0.1315851134
509	0.1314828764
510	0.1313424149
511	0.131132343
512	0.1310253609
513	0.1307811582
514	0.130604364
515	0.1305408478
516	0.1304423945
517	0.1303663797
518	0.1302196379
519	0.1299532448
520	0.1296833007
521	0.1293734884
522	0.1292943799
523	0.1290872853
524	0.1289684947
525	0.1287198416
526	0.1285840942
527	0.1284653888
528	0.1283092886
529	0.1281651753
530	0.1280473073
531	0.1278718468
532	0.1277985146
533	0.1276200147
534	0.1274789562
535	0.1273863257
536	0.1272147109
537	0.1271590876
538	0.1269532103
539	0.1267648712
540	0.1266475305
541	0.1264694338
542	0.1263113254
543	0.1261423933
544	0.1259848277
545	0.1256642303
546	0.1254790934
547	0.1252474126
548	0.1251353597
549	0.1249284046
550	0.1248040548
551	0.1246874274
552	0.1245297998
553	0.1243354208
554	0.1241863452
555	0.1240764091
556	0.1238951257
557	0.1237359473
558	0.1235234796
559	0.1233744583
560	0.1231338997
561	0.1229577413
562	0.1227123136
563	0.1225169267
564	0.1222809272
565	0.1221578179
566	0.1218604654
567	0.121733712
568	0.12154207
569	0.1214711802
570	0.1213644772
571	0.1211813407
572	0.1211084195
573	0.1210216662
574	0.1208413287
575	0.1206973549
576	0.1206473374
577	0.1204080892
578	0.120236296
579	0.1200157491
580	0.1198504843
581	0.1196496777
582	0.1195638936
583	0.1194041027
584	0.1192905147
585	0.1191801288
586	0.1189535885
587	0.1187527587
588	0.1186544527
589	0.1184320915
590	0.1183750029
591	0.1182800153
592	0.1181342815
593	0.1180205849
594	0.1178663688
595	0.1177161302
596	0.1176233292
597	0.1175392973
598	0.1173378782
599	0.1171246971
600	0.1168288642
601	0.1167730936
602	0.1167221224
603	0.1165393038
604	0.116366022
605	0.1162382529
606	0.1160270644
607	0.1159303014
608	0.1156962713
609	0.1155475678
610	0.1153628729
611	0.1151895523
612	0.1151073425
613	0.1148956578
614	0.1148834229
615	0.1148214418
616	0.1145452716
617	0.1143748663
618	0.1141574751
619	0.1140860813
620	0.1139127297
621	0.1137846582
622	0.1135785173
623	0.1134913917
624	0.113276218
625	0.1131221725
626	0.1130538103
627	0.1129155585
628	0.112692895
629	0.1125565118
630	0.1123667539
631	0.112248444
632	0.1120637723
633	0.1118616631
634	0.111792355
635	0.1117082689
636	0.1116602363
637	0.1116069546
638	0.1114010695
639	0.1113391969
640	0.1112374407
641	0.1111554712
642	0.1110519161
643	0.1109664653
644	0.1108515515
645	0.1107050423
646	0.110421173
647	0.1103662708
648	0.1102550631
649	0.110150438
650	0.110011659
651	0.1098222965
652	0.1096815559
653	0.1096434554
654	0.1094440755
655	0.1093877699
656	0.1093322242
657	0.1091412257
658	0.1090494792
659	0.1088603105
660	0.1087358831
661	0.1085815275
662	0.1083796199
663	0.1080717692
664	0.1078955488
665	0.1078220616
666	0.1075951646
667	0.1074617743
668	0.1074025689
669	0.1072501206
670	0.1070430725
671	0.106889275
672	0.1068316436
673	0.1067659176
674	0.1067117753
675	0.1066137562
676	0.1065545276
677	0.1063965898
678	0.1062909413
679	0.1060085607
680	0.1059607219
681	0.1057179149
682	0.1055354219
683	0.1054056524
684	0.1052946153
685	0.1051569683
686	0.1050571426
687	0.1049959679
688	0.1049096332
689	0.1047845236
690	0.1046210266
691	0.1044219723
692	0.1043283416
693	0.1042163198
694	0.1041175563
695	0.1039045225
696	0.103752206
697	0.103618397
698	0.1035202305
699	0.1034043707
700	0.1032116277
701	0.1029073591
702	0.1027890647
703	0.1027355659
704	0.1026696616
705	0.1026092932
706	0.1024783762
707	0.1022992948
708	0.1021846756
709	0.1020858423
710	0.1019406357
711	0.1018741964
712	0.1017480013
713	0.1016697767
714	0.1016437019
715	0.1015667799
716	0.101408439
717	0.1012503461
718	0.1011869694
719	0.1010406308
720	0.100874172
721	0.1008350248
722	0.1007293686
723	0.1005621809
724	0.1003910933
725	0.1001157993
726	0.1000103989
727	0.09992321138
728	0.0998102979
729	0.09957443796
730	0.09948441265
731	0.09937256914
732	0.09915258826
733	0.09900550532
734	0.0989365694
735	0.09870426054
736	0.09863020734
737	0.09854570249
738	0.09852896279
739	0.0983073692
740	0.09827023793
741	0.0981639614
742	0.09809076883
743	0.09792045655
744	0.09771076451
745	0.0975499347
746	0.09751457897
747	0.09739392754
748	0.09733816472
749	0.09715249286
750	0.09705962204
751	0.09695144591
752	0.09674587095
753	0.09665884623
754	0.09651405055
755	0.09634317227
756	0.096150941
757	0.09609335612
758	0.09595527494
759	0.09568313661
760	0.09566900982
761	0.09557695311
762	0.0954751193
763	0.09540578796
764	0.09530850542
765	0.09523439795
766	0.09506450436
767	0.09502866792
768	0.09496855542
769	0.09486729537
770	0.09475821984
771	0.0947093576
772	0.09461480428
773	0.09451794818
774	0.09429640886
775	0.09410655014
776	0.09388286311
777	0.09382263432
778	0.09378572014
779	0.09363038753
780	0.09351826489
781	0.09340224227
782	0.09316131933
783	0.09307738048
784	0.09294821576
785	0.09279225512
786	0.09271874467
787	0.09258626922
788	0.09240823451
789	0.09229174668
790	0.09207160298
791	0.09193478561
792	0.09189408775
793	0.09178557047
794	0.0916238025
795	0.09151999931
796	0.09145903394
797	0.09132625611
798	0.09127521515
799	0.09110772513
800	0.09095277244
801	0.09078784881
802	0.09065634255
803	0.09050350654
804	0.0903982147
805	0.0902387495
806	0.09013565963
807	0.08999132916
808	0.08991605867
809	0.08973554286
810	0.08967784168
811	0.08960570359
812	0.08939496482
813	0.08918973101
814	0.08912309786
815	0.08900246969
816	0.08893053318
817	0.08878842796
818	0.08861909262
819	0.0885163439
820	0.0884437406
821	0.08816119714
822	0.08802024717
823	0.08792287935
824	0.0877988164
825	0.08759933565
826	0.08750541811
827	0.08738364243
828	0.08719324872
829	0.08705688104
830	0.08686337045
831	0.08668949158
832	0.08661659365
833	0.08650351734
834	0.08631246458
835	0.08622198958
836	0.08609182466
837	0.08605949278
838	0.08587420859
839	0.08582279546
840	0.08570857164
841	0.08555575115
842	0.08537345979
843	0.08530089526
844	0.08514750101
845	0.08506636116
846	0.08493296305
847	0.08489470753
848	0.08468922561
849	0.08452655048
850	0.08445868453
851	0.08436834134
852	0.0842185602
853	0.08415875784
854	0.08408981416
855	0.08400431687
856	0.08399394276
857	0.08380123076
858	0.08366734419
859	0.08351246904
860	0.08333428701
861	0.08325570579
862	0.08320541692
863	0.08316072604
864	0.08299796562
865	0.0828552091
866	0.08276416034
867	0.08266307862
868	0.08259064589
869	0.08256374917
870	0.08240968813
871	0.08223493312
872	0.08218926531
873	0.08199519646
874	0.08187152894
875	0.08168160043
876	0.08155771581
877	0.08146348814
878	0.0814221545
879	0.08127058231
880	0.08120246825
881	0.08110616265
882	0.08097799813
883	0.08090689124
884	0.08076568541
885	0.08073161676
886	0.08065310532
887	0.08062805393
888	0.08057218257
889	0.08044494846
890	0.08033125187
891	0.080247817
892	0.08017512066
893	0.08004376171
894	0.0798542674
895	0.07978295117
896	0.07970466459
897	0.0795601868
898	0.07945344506
899	0.07937010323
900	0.07919057986
901	0.07905015713
902	0.07892500094
903	0.07889542153
904	0.0788402945
905	0.07873163766
906	0.07854095707
907	0.07839019899
908	0.07831179611
909	0.07818967152
910	0.07801349764
911	0.07793493969
912	0.07771441607
913	0.07759205113
914	0.07754034337
915	0.07743830797
916	0.07729672223
917	0.07723739283
918	0.07718008708
919	0.0771414594
920	0.07700851099
921	0.07692723158
922	0.07685127879
923	0.07668613031
924	0.07657338739
925	0.07647703527
926	0.07633939603
927	0.07617020025
928	0.07613599979
929	0.07599506533
930	0.07583250651
931	0.07576839323
932	0.07564250047
933	0.07547105619
934	0.07542240329
935	0.07533081179
936	0.07522655115
937	0.07506635712
938	0.07490867522
939	0.07476201096
940	0.0745934122
941	0.0745646469
942	0.07452899654
943	0.07445379583
944	0.07434368909
945	0.0742872905
946	0.07418606146
947	0.07398550297
948	0.07385295775
949	0.07382808468
950	0.07375586905
951	0.07364670823
952	0.07353064684
953	0.0733663745
954	0.07328366846
955	0.07310071806
956	0.07304673854
957	0.07302856445
958	0.07285574006
959	0.07269125062
960	0.07251108371
961	0.07241880215
962	0.07226606695
963	0.07214907514
964	0.07205573136
965	0.07197437441
966	0.07193244376
967	0.0717871286
968	0.0717512689
969	0.07171987518
970	0.07167884392
971	0.07159019873
972	0.07140572866
973	0.07133653687
974	0.07114874832
975	0.071058692
976	0.07100311527
977	0.07096552655
978	0.07092175057
979	0.07080383611
980	0.07064458801
981	0.07050414977
982	0.0704109378
983	0.07032091249
984	0.07028322297
985	0.0702465259
986	0.07013452731
987	0.0700290804
988	0.06999450001
989	0.06988226107
990	0.06975049895
991	0.06964392003
992	0.06948261726
993	0.06940241558
994	0.06933992277
995	0.06925767418
996	0.06922165165
997	0.0691626479
998	0.06906195385
999	0.0690139755
